CSV TESTE ; ALL
-1; 5xp1; 76; 0.0156;20000;39
-1; 5xp1; 76; 0.0313;20000;196
-1; 5xp1; 76; 0.0625;20000;374
-1; 5xp1; 76; 0.125;20000;843
-1; 5xp1; 76; 0.25;20000;1595
-1; 5xp1; 76; 0.5;20000;3755
-1; 9sym; 175; 0.0313;20000;359
-1; 9sym; 175; 0.125;20000;1136
-1; alu4; 1266; 0.0313;20000;19
-1; alu4; 1266; 0.125;20000;228
-1; intb; 466; 0.0156;20000;25
-1; intb; 466; 0.0313;20000;46
-1; intb; 466; 0.0625;20000;127
-1; intb; 466; 0.125;20000;310
-1; intb; 466; 0.25;20000;722
-1; intb; 466; 0.5;20000;1538
-1; max1024; 476; 0.0156;20000;38
-1; max1024; 476; 0.0313;20000;54
-1; max1024; 476; 0.0625;20000;148
-1; max1024; 476; 0.125;20000;328
-1; max1024; 476; 0.25;20000;666
-1; max1024; 476; 0.5;20000;1451
-1; misex3; 1774; 0.0313;20000;21
-1; misex3; 1774; 0.125;20000;277
-1; prom1; 2672; 0.0313;20000;16
-1; prom1; 2672; 0.125;20000;74
1; 5xp1; 76; 0.0156;20000;45
1; 5xp1; 76; 0.0313;20000;175
1; 5xp1; 76; 0.0625;20000;391
1; 5xp1; 76; 0.125;20000;781
1; 5xp1; 76; 0.25;20000;1677
1; 5xp1; 76; 0.5;20000;4074
1; 9sym; 175; 0.0313;20000;459
1; 9sym; 175; 0.125;20000;1178
1; alu4; 1266; 0.0313;20000;37
1; alu4; 1266; 0.125;20000;233
1; intb; 466; 0.0156;20000;28
1; intb; 466; 0.0313;20000;70
1; intb; 466; 0.0625;20000;153
1; intb; 466; 0.125;20000;323
1; intb; 466; 0.25;20000;768
1; intb; 466; 0.5;20000;1723
1; max1024; 476; 0.0156;20000;27
1; max1024; 476; 0.0313;20000;72
1; max1024; 476; 0.0625;20000;137
1; max1024; 476; 0.125;20000;309
1; max1024; 476; 0.25;20000;605
1; max1024; 476; 0.5;20000;1516
1; misex3; 1774; 0.0313;20000;39
1; misex3; 1774; 0.125;20000;297
1; prom1; 2672; 0.0313;20000;13
1; prom1; 2672; 0.125;20000;78
3; 5xp1; 76; 0.0156;20000;36
3; 5xp1; 76; 0.0313;20000;208
3; 5xp1; 76; 0.0625;20000;394
3; 5xp1; 76; 0.125;20000;787
3; 5xp1; 76; 0.25;20000;2031
3; 5xp1; 76; 0.5;20000;4199
3; 9sym; 175; 0.0313;20000;402
3; 9sym; 175; 0.125;20000;1007
3; alu4; 1266; 0.0313;20000;19
3; alu4; 1266; 0.125;20000;253
3; intb; 466; 0.0156;20000;24
3; intb; 466; 0.0313;20000;54
3; intb; 466; 0.0625;20000;148
3; intb; 466; 0.125;20000;320
3; intb; 466; 0.25;20000;604
3; intb; 466; 0.5;20000;1300
3; max1024; 476; 0.0156;20000;26
3; max1024; 476; 0.0313;20000;61
3; max1024; 476; 0.0625;20000;129
3; max1024; 476; 0.125;20000;288
3; max1024; 476; 0.25;20000;669
3; max1024; 476; 0.5;20000;1436
3; misex3; 1774; 0.0313;20000;35
3; misex3; 1774; 0.125;20000;227
3; prom1; 2672; 0.0313;20000;13
3; prom1; 2672; 0.125;20000;78
6; 5xp1; 76; 0.0156;20000;44
6; 5xp1; 76; 0.0313;20000;225
6; 5xp1; 76; 0.0625;20000;390
6; 5xp1; 76; 0.125;20000;816
6; 5xp1; 76; 0.25;20000;1767
6; 5xp1; 76; 0.5;20000;4112
6; 9sym; 175; 0.0313;20000;435
6; 9sym; 175; 0.125;20000;977
6; alu4; 1266; 0.0313;20000;30
6; alu4; 1266; 0.125;20000;275
6; intb; 466; 0.0156;20000;23
6; intb; 466; 0.0313;20000;45
6; intb; 466; 0.0625;20000;144
6; intb; 466; 0.125;20000;305
6; intb; 466; 0.25;20000;614
6; intb; 466; 0.5;20000;1207
6; max1024; 476; 0.0156;20000;22
6; max1024; 476; 0.0313;20000;66
6; max1024; 476; 0.0625;20000;164
6; max1024; 476; 0.125;20000;313
6; max1024; 476; 0.25;20000;629
6; max1024; 476; 0.5;20000;1404
6; misex3; 1774; 0.0313;20000;28
6; misex3; 1774; 0.125;20000;212
6; prom1; 2672; 0.0313;20000;13
6; prom1; 2672; 0.125;20000;85
10; 5xp1; 76; 0.0156;20000;36
10; 5xp1; 76; 0.0313;20000;211
10; 5xp1; 76; 0.0625;20000;401
10; 5xp1; 76; 0.125;20000;1152
10; 5xp1; 76; 0.25;20000;2021
10; 5xp1; 76; 0.5;20000;4009
10; 9sym; 175; 0.0313;20000;411
10; 9sym; 175; 0.125;20000;1015
10; alu4; 1266; 0.0313;20000;31
10; alu4; 1266; 0.125;20000;235
10; intb; 466; 0.0156;20000;25
10; intb; 466; 0.0313;20000;62
10; intb; 466; 0.0625;20000;145
10; intb; 466; 0.125;20000;269
10; intb; 466; 0.25;20000;748
10; intb; 466; 0.5;20000;1013
10; max1024; 476; 0.0156;20000;26
10; max1024; 476; 0.0313;20000;66
10; max1024; 476; 0.0625;20000;136
10; max1024; 476; 0.125;20000;319
10; max1024; 476; 0.25;20000;699
10; max1024; 476; 0.5;20000;1337
10; misex3; 1774; 0.0313;20000;29
10; misex3; 1774; 0.125;20000;162
10; prom1; 2672; 0.0313;20000;12
10; prom1; 2672; 0.125;20000;84
